x0000,y0000
5.02e-05,97012,
5.025e-05,96361,
5.03e-05,96636,
5.035e-05,95784,
5.04e-05,96732,
5.045e-05,96839,
5.05e-05,96463,
5.055e-05,96704,
5.06e-05,96341,
5.065e-05,96547,
5.07e-05,96171,
5.075e-05,96285,
5.08e-05,96628,
5.085e-05,96632,
5.09e-05,96313,
5.095e-05,97086,
5.1e-05,96235,
5.105e-05,96777,
5.11e-05,96622,
5.115e-05,96700,
5.12e-05,96966,
5.125e-05,96957,
5.13e-05,97322,
5.135e-05,96714,
5.14e-05,96692,
5.145e-05,96831,
5.15e-05,96306,
5.155e-05,96559,
5.16e-05,96667,
5.165e-05,97289,
5.17e-05,96394,
5.175e-05,96526,
5.18e-05,96852,
5.185e-05,97064,
5.19e-05,96271,
5.195e-05,96729,
5.2e-05,96661,
5.205e-05,96703,
5.21e-05,96329,
5.215e-05,96474,
5.22e-05,96904,
5.225e-05,96661,
5.23e-05,97200,
5.235e-05,97062,
5.24e-05,96388,
5.245e-05,97511,
5.25e-05,96681,
5.255e-05,97234,
5.26e-05,97201,
5.265e-05,96893,
5.27e-05,96883,
5.275e-05,42996,
5.28e-05,3842,
5.285e-05,644,
5.29e-05,403,
5.295e-05,337,
5.3e-05,317,
5.305e-05,20322,
5.31e-05,82527,
5.315e-05,101103,
5.32e-05,100195,
5.325e-05,99205,
5.33e-05,99103,
5.335e-05,98859,
5.34e-05,98080,
5.345e-05,97611,
5.35e-05,97261,
5.355e-05,97152,
5.36e-05,96499,
5.365e-05,96180,
5.37e-05,96379,
5.375e-05,95592,
5.38e-05,95403,
5.385e-05,96013,
5.39e-05,95423,
5.395e-05,95262,
5.4e-05,95168,
5.405e-05,95080,
5.41e-05,95984,
5.415e-05,95283,
5.42e-05,95594,
5.425e-05,95780,
5.43e-05,95690,
5.435e-05,95779,
5.44e-05,95204,
5.445e-05,96226,
5.45e-05,95449,
5.455e-05,96118,
5.46e-05,96065,
5.465e-05,96190,
5.47e-05,96529,
5.475e-05,95604,
5.48e-05,96051,
5.485e-05,96376,
5.49e-05,96753,
5.495e-05,96558,
5.5e-05,95806,
5.505e-05,96375,
5.51e-05,96389,
5.515e-05,96511,
5.52e-05,96470,
5.525e-05,95640,
5.53e-05,96649,
5.535e-05,96727,
5.54e-05,96486,
5.545e-05,96507,
5.55e-05,95784,
5.555e-05,96817,
5.56e-05,96494,
5.565e-05,96549,
5.57e-05,96615,
5.575e-05,96931,
5.58e-05,96349,
5.585e-05,96432,
5.59e-05,96499,
5.595e-05,96356,
5.6e-05,95919,
5.605e-05,96826,
5.61e-05,96546,
5.615e-05,96627,
5.62e-05,96489,
5.625e-05,96480,
5.63e-05,97154,
5.635e-05,96804,
5.64e-05,96716,
5.645e-05,96761,
5.65e-05,96566,
5.655e-05,97024,
5.66e-05,96268,
5.665e-05,96744,
5.67e-05,96482,
5.675e-05,97015,
5.68e-05,96830,
5.685e-05,96558,
5.69e-05,96930,
5.695e-05,96408,
5.7e-05,96892,
5.705e-05,96911,
5.71e-05,96451,
5.715e-05,97130,
5.72e-05,96644,
5.725e-05,96753,
5.73e-05,96782,
5.735e-05,96599,
5.74e-05,96963,
5.745e-05,96842,
5.75e-05,97086,
5.755e-05,96395,
5.76e-05,96754,
5.765e-05,96670,
5.77e-05,96647,
5.775e-05,97205,
5.78e-05,97071,
5.785e-05,97307,
5.79e-05,97062,
5.795e-05,97426,
5.8e-05,96748,
5.805e-05,72051,
5.81e-05,13116,
5.815e-05,1021,
5.82e-05,400,
5.825e-05,353,
5.83e-05,325,
5.835e-05,321,
5.84e-05,47685,
5.845e-05,95180,
5.85e-05,101129,
5.855e-05,99616,
5.86e-05,98832,
5.865e-05,99006,
5.87e-05,98011,
5.875e-05,98456,
5.88e-05,97574,
5.885e-05,97910,
5.89e-05,96678,
5.895e-05,96183,
5.9e-05,96034,
5.905e-05,96042,
5.91e-05,95567,
5.915e-05,95843,
5.92e-05,95704,
5.925e-05,95664,
5.93e-05,95411,
5.935e-05,95231,
5.94e-05,94874,
5.945e-05,95787,
5.95e-05,95803,
5.955e-05,95570,
5.96e-05,95340,
5.965e-05,95637,
5.97e-05,95928,
5.975e-05,95878,
5.98e-05,95342,
5.985e-05,96244,
5.99e-05,96199,
5.995e-05,96177,
6e-05,96302,
6.005e-05,96087,
6.01e-05,96579,
6.015e-05,96540,
6.02e-05,96286,
6.025e-05,96570,
6.03e-05,96157,
6.035e-05,96522,
6.04e-05,95869,
6.045e-05,96273,
6.05e-05,96421,
6.055e-05,96165,
6.06e-05,96910,
6.065e-05,96169,
6.07e-05,96126,
6.075e-05,96606,
6.08e-05,96451,
6.085e-05,95875,
6.09e-05,96364,
6.095e-05,96833,
6.1e-05,96004,
6.105e-05,96405,
6.11e-05,96834,
6.115e-05,96181,
6.12e-05,96832,
6.125e-05,96674,
6.13e-05,96386,
6.135e-05,96583,
6.14e-05,96228,
