x0000,y0000
4.185e-05,17418,
4.19e-05,17443,
4.195e-05,17664,
4.2e-05,17340,
4.205e-05,17397,
4.21e-05,16864,
4.215e-05,4568,
4.22e-05,414,
4.225e-05,220,
4.23e-05,184,
4.235e-05,233,
4.24e-05,581,
4.245e-05,11573,
4.25e-05,17935,
4.255e-05,18023,
4.26e-05,17905,
4.265e-05,17772,
4.27e-05,17409,
4.275e-05,17677,
4.28e-05,17623,
4.285e-05,17656,
4.29e-05,17302,
4.295e-05,17426,
4.3e-05,17205,
4.305e-05,17433,
4.31e-05,17264,
4.315e-05,17118,
4.32e-05,16860,
4.325e-05,17163,
4.33e-05,16891,
4.335e-05,16966,
4.34e-05,17132,
4.345e-05,17280,
4.35e-05,17166,
4.355e-05,17140,
4.36e-05,17173,
4.365e-05,17009,
4.37e-05,17169,
4.375e-05,17352,
4.38e-05,17056,
4.385e-05,17227,
4.39e-05,17325,
4.395e-05,17270,
4.4e-05,17160,
4.405e-05,17256,
4.41e-05,17308,
4.415e-05,16951,
4.42e-05,17330,
4.425e-05,17462,
4.43e-05,17262,
4.435e-05,17155,
4.44e-05,17261,
4.445e-05,17088,
4.45e-05,17178,
4.455e-05,17575,
4.46e-05,17196,
4.465e-05,17155,
4.47e-05,17580,
4.475e-05,17528,
4.48e-05,17503,
4.485e-05,17335,
4.49e-05,17072,
4.495e-05,17419,
4.5e-05,17363,
4.505e-05,17322,
4.51e-05,17355,
4.515e-05,17378,
4.52e-05,17518,
4.525e-05,17107,
4.53e-05,17229,
4.535e-05,17560,
4.54e-05,17068,
4.545e-05,17498,
4.55e-05,17120,
4.555e-05,17315,
4.56e-05,17525,
4.565e-05,17427,
4.57e-05,17375,
4.575e-05,17581,
4.58e-05,17035,
4.585e-05,17329,
4.59e-05,17292,
4.595e-05,17401,
4.6e-05,17380,
4.605e-05,17438,
4.61e-05,17393,
4.615e-05,17418,
4.62e-05,17151,
4.625e-05,17414,
4.63e-05,17599,
4.635e-05,17372,
4.64e-05,17480,
4.645e-05,17578,
4.65e-05,17235,
4.655e-05,17319,
4.66e-05,17411,
4.665e-05,17474,
4.67e-05,17434,
4.675e-05,17483,
4.68e-05,17309,
4.685e-05,17349,
4.69e-05,17413,
4.695e-05,17575,
4.7e-05,17484,
4.705e-05,17427,
4.71e-05,17325,
4.715e-05,17408,
4.72e-05,17696,
4.725e-05,17525,
4.73e-05,17397,
4.735e-05,17509,
4.74e-05,16651,
4.745e-05,4733,
4.75e-05,437,
4.755e-05,177,
4.76e-05,205,
4.765e-05,196,
4.77e-05,182,
4.775e-05,8984,
4.78e-05,17359,
4.785e-05,18344,
4.79e-05,17917,
4.795e-05,17968,
4.8e-05,17895,
4.805e-05,17730,
4.81e-05,17612,
4.815e-05,17563,
4.82e-05,17414,
4.825e-05,17635,
4.83e-05,17314,
4.835e-05,17224,
4.84e-05,17318,
4.845e-05,17281,
4.85e-05,17133,
4.855e-05,17097,
4.86e-05,17185,
4.865e-05,17141,
4.87e-05,17268,
4.875e-05,17328,
4.88e-05,17247,
4.885e-05,17238,
4.89e-05,17339,
4.895e-05,17173,
4.9e-05,17050,
4.905e-05,17404,
4.91e-05,17304,
4.915e-05,17117,
4.92e-05,17402,
4.925e-05,17236,
4.93e-05,17189,
4.935e-05,17242,
4.94e-05,17317,
4.945e-05,17311,
4.95e-05,17124,
4.955e-05,17535,
4.96e-05,17179,
4.965e-05,17292,
4.97e-05,17295,
4.975e-05,17378,
4.98e-05,17187,
4.985e-05,17326,
4.99e-05,17435,
4.995e-05,17553,
5e-05,17512,
5.005e-05,17320,
5.01e-05,17131,
5.015e-05,17455,
5.02e-05,17599,
5.025e-05,17305,
5.03e-05,17592,
5.035e-05,17208,
5.04e-05,17472,
5.045e-05,17423,
5.05e-05,17424,
5.055e-05,17376,
5.06e-05,17367,
5.065e-05,17324,
5.07e-05,17640,
5.075e-05,17441,
5.08e-05,17291,
5.085e-05,17760,
5.09e-05,17387,
5.095e-05,17383,
5.1e-05,17432,
5.105e-05,17410,
5.11e-05,17582,
5.115e-05,17324,
5.12e-05,17377,
5.125e-05,17275,
5.13e-05,17570,
5.135e-05,17569,
5.14e-05,17359,
5.145e-05,17376,
5.15e-05,17366,
5.155e-05,17675,
5.16e-05,17405,
5.165e-05,17479,
5.17e-05,17345,
5.175e-05,17386,
5.18e-05,17317,
5.185e-05,17418,
5.19e-05,17349,
5.195e-05,17452,
5.2e-05,17393,
5.205e-05,17526,
5.21e-05,17576,
5.215e-05,17468,
5.22e-05,17265,
5.225e-05,17293,
5.23e-05,17465,
5.235e-05,17339,
5.24e-05,17436,
5.245e-05,17542,
5.25e-05,17651,
5.255e-05,17515,
5.26e-05,17637,
5.265e-05,17288,
5.27e-05,17357,
5.275e-05,7290,
5.28e-05,618,
5.285e-05,199,
5.29e-05,181,
5.295e-05,206,
5.3e-05,200,
5.305e-05,4035,
5.31e-05,15162,
5.315e-05,18460,
5.32e-05,18368,
5.325e-05,18033,
5.33e-05,18049,
5.335e-05,17717,
5.34e-05,17755,
5.345e-05,17925,
5.35e-05,17877,
5.355e-05,17697,
5.36e-05,17376,
5.365e-05,17323,
5.37e-05,17305,
5.375e-05,17458,
5.38e-05,17236,
5.385e-05,17065,
5.39e-05,17188,
5.395e-05,17197,
5.4e-05,17396,
5.405e-05,17069,
5.41e-05,17375,
5.415e-05,17153,
5.42e-05,17269,
5.425e-05,17244,
5.43e-05,17337,
5.435e-05,17426,
5.44e-05,17171,
5.445e-05,17248,
5.45e-05,17528,
5.455e-05,17393,
5.46e-05,17401,
5.465e-05,17321,
5.47e-05,17365,
5.475e-05,17158,
5.48e-05,17405,
5.485e-05,17370,
5.49e-05,17275,
5.495e-05,17346,
5.5e-05,17384,
5.505e-05,17428,
5.51e-05,17418,
5.515e-05,17251,
5.52e-05,17589,
5.525e-05,17184,
5.53e-05,17497,
5.535e-05,17311,
5.54e-05,17229,
5.545e-05,17395,
5.55e-05,17261,
5.555e-05,17509,
5.56e-05,17210,
5.565e-05,17294,
5.57e-05,17333,
5.575e-05,17236,
5.58e-05,17462,
5.585e-05,17226,
5.59e-05,17369,
5.595e-05,17382,
5.6e-05,17269,
5.605e-05,17367,
5.61e-05,17221,
5.615e-05,17548,
5.62e-05,17369,
5.625e-05,17385,
5.63e-05,17506,
5.635e-05,17425,
5.64e-05,17379,
5.645e-05,17229,
5.65e-05,17512,
5.655e-05,17354,
5.66e-05,17326,
5.665e-05,17323,
5.67e-05,17305,
5.675e-05,17541,
5.68e-05,17256,
5.685e-05,17371,
5.69e-05,17458,
5.695e-05,17448,
5.7e-05,17414,
5.705e-05,17404,
5.71e-05,17387,
5.715e-05,17481,
5.72e-05,17473,
5.725e-05,17300,
5.73e-05,17443,
5.735e-05,17639,
5.74e-05,17372,
5.745e-05,17168,
5.75e-05,17272,
5.755e-05,17618,
5.76e-05,17680,
5.765e-05,17638,
5.77e-05,17414,
5.775e-05,17538,
5.78e-05,17550,
5.785e-05,17359,
5.79e-05,17496,
5.795e-05,17455,
5.8e-05,17514,
5.805e-05,12539,
5.81e-05,2064,
5.815e-05,258,
5.82e-05,199,
5.825e-05,214,
5.83e-05,181,
5.835e-05,214,
5.84e-05,9088,
5.845e-05,17096,
5.85e-05,18547,
5.855e-05,18044,
5.86e-05,18290,
5.865e-05,17874,
5.87e-05,17640,
5.875e-05,17570,
5.88e-05,18021,
5.885e-05,17451,
5.89e-05,17384,
5.895e-05,17351,
5.9e-05,17701,
5.905e-05,17420,
5.91e-05,17420,
5.915e-05,17081,
5.92e-05,17395,
5.925e-05,16959,
5.93e-05,17255,
5.935e-05,17234,
5.94e-05,17228,
5.945e-05,17226,
5.95e-05,17384,
5.955e-05,17273,
5.96e-05,17475,
5.965e-05,17312,
5.97e-05,17445,
5.975e-05,17260,
5.98e-05,17341,
5.985e-05,17071,
5.99e-05,17377,
5.995e-05,17431,
6e-05,17455,
6.005e-05,17302,
6.01e-05,17533,
6.015e-05,17302,
6.02e-05,17570,
6.025e-05,17187,
6.03e-05,17397,
6.035e-05,17293,
6.04e-05,17410,
6.045e-05,17430,
6.05e-05,17596,
6.055e-05,17356,
6.06e-05,17406,
6.065e-05,17372,
6.07e-05,17405,
6.075e-05,17415,
6.08e-05,17284,
6.085e-05,17382,
6.09e-05,17374,
6.095e-05,17396,
6.1e-05,17581,
6.105e-05,17478,
6.11e-05,17516,
6.115e-05,17605,
6.12e-05,17196,
6.125e-05,17218,
6.13e-05,17548,
6.135e-05,17221,
6.14e-05,17399,
6.145e-05,17350,
6.15e-05,17520,
6.155e-05,17520,
6.16e-05,17484,
6.165e-05,17456,
6.17e-05,17337,
6.175e-05,17597,
6.18e-05,17321,
6.185e-05,17412,
6.19e-05,17611,
6.195e-05,17305,
6.2e-05,17404,
6.205e-05,17463,
6.21e-05,17152,
6.215e-05,17569,
6.22e-05,17365,
6.225e-05,17501,
6.23e-05,17471,
6.235e-05,17337,
6.24e-05,17428,
6.245e-05,17431,
6.25e-05,17498,
6.255e-05,17312,
6.26e-05,17429,
6.265e-05,17588,
6.27e-05,17471,
6.275e-05,17432,
6.28e-05,17408,
6.285e-05,17292,
6.29e-05,17339,
6.295e-05,17466,
6.3e-05,17646,
6.305e-05,17517,
6.31e-05,17473,
6.315e-05,17327,
6.32e-05,17459,
6.325e-05,17439,
6.33e-05,17502,
6.335e-05,17504,
6.34e-05,7281,
6.345e-05,650,
6.35e-05,184,
6.355e-05,180,
6.36e-05,181,
6.365e-05,174,
6.37e-05,573,
