x0000,y0000
7.23e-05,3976,
7.24e-05,3959,
7.25e-05,4025,
7.26e-05,4004,
7.27e-05,4122,
7.28e-05,4095,
7.29e-05,4065,
7.3e-05,4083,
7.31e-05,4118,
7.32e-05,4049,
7.33e-05,4028,
7.34e-05,4059,
7.35e-05,4105,
7.36e-05,4083,
7.37e-05,4180,
7.38e-05,4110,
7.39e-05,4090,
7.4e-05,4095,
7.41e-05,4083,
7.42e-05,4064,
7.43e-05,4033,
7.44e-05,4021,
7.45e-05,4011,
7.46e-05,4054,
7.47e-05,4047,
7.48e-05,4127,
7.49e-05,4087,
7.5e-05,4172,
7.51e-05,4050,
7.52e-05,4117,
7.53e-05,4140,
7.54e-05,4042,
7.55e-05,4078,
7.56e-05,4036,
7.57e-05,4124,
7.58e-05,4088,
7.59e-05,4197,
7.6e-05,4038,
7.61e-05,4173,
7.62e-05,3966,
7.63e-05,4069,
7.64e-05,3975,
7.65e-05,4085,
7.66e-05,4138,
7.67e-05,4111,
7.68e-05,4054,
7.69e-05,4098,
7.7e-05,4120,
7.71e-05,4060,
7.72e-05,3949,
7.73e-05,4184,
7.74e-05,4035,
7.75e-05,4062,
7.76e-05,4060,
7.77e-05,4060,
7.78e-05,4170,
7.79e-05,4084,
7.8e-05,4041,
7.81e-05,4137,
7.82e-05,4077,
7.83e-05,4070,
7.84e-05,4092,
7.85e-05,4089,
7.86e-05,4179,
7.87e-05,4146,
7.88e-05,4124,
7.89e-05,4032,
7.9e-05,4081,
7.91e-05,4057,
7.92e-05,4086,
7.93e-05,4153,
7.94e-05,4107,
7.95e-05,4011,
7.96e-05,4149,
7.97e-05,4083,
7.98e-05,4065,
7.99e-05,4006,
8e-05,4115,
8.01e-05,4135,
8.02e-05,3970,
8.03e-05,4096,
8.04e-05,4091,
8.05e-05,4122,
8.06e-05,4138,
8.07e-05,4055,
8.08e-05,4148,
8.09e-05,3990,
8.1e-05,4028,
8.11e-05,4123,
8.12e-05,4109,
8.13e-05,4009,
8.14e-05,4128,
8.15e-05,4167,
8.16e-05,4145,
8.17e-05,4103,
8.18e-05,4033,
8.19e-05,3968,
8.2e-05,4033,
8.21e-05,4057,
8.22e-05,4089,
8.23e-05,4045,
8.24e-05,4033,
8.25e-05,4098,
8.26e-05,4111,
8.27e-05,4169,
8.28e-05,4031,
8.29e-05,4078,
8.3e-05,4079,
8.31e-05,4045,
8.32e-05,4262,
8.33e-05,4034,
8.34e-05,4033,
8.35e-05,4171,
8.36e-05,4203,
8.37e-05,4061,
8.38e-05,4099,
8.39e-05,4062,
8.4e-05,4112,
8.41e-05,4013,
8.42e-05,4149,
8.43e-05,4097,
8.44e-05,4076,
8.45e-05,4162,
8.46e-05,4028,
8.47e-05,4089,
8.48e-05,4088,
8.49e-05,3977,
8.5e-05,4077,
8.51e-05,4111,
8.52e-05,4094,
8.53e-05,4089,
8.54e-05,4084,
8.55e-05,4203,
8.56e-05,4135,
8.57e-05,3990,
8.58e-05,4196,
8.59e-05,3932,
8.6e-05,3985,
8.61e-05,4063,
8.62e-05,4126,
8.63e-05,4034,
8.64e-05,4055,
8.65e-05,4140,
8.66e-05,4077,
8.67e-05,4043,
8.68e-05,4044,
8.69e-05,4020,
8.7e-05,4204,
8.71e-05,4189,
8.72e-05,4061,
8.73e-05,4104,
8.74e-05,4189,
8.75e-05,4245,
8.76e-05,4156,
8.77e-05,4110,
8.78e-05,3963,
8.79e-05,4087,
8.8e-05,4115,
8.81e-05,4091,
8.82e-05,3986,
8.83e-05,4181,
8.84e-05,4087,
8.85e-05,4122,
8.86e-05,4142,
8.87e-05,4151,
8.88e-05,4126,
8.89e-05,4100,
8.9e-05,3991,
8.91e-05,4035,
8.92e-05,4033,
8.93e-05,4180,
8.94e-05,3954,
8.95e-05,4021,
8.96e-05,4212,
8.97e-05,4121,
8.98e-05,4166,
8.99e-05,4151,
9e-05,4116,
9.01e-05,4045,
9.02e-05,4147,
9.03e-05,4119,
9.04e-05,4095,
9.05e-05,4059,
9.06e-05,4049,
9.07e-05,4044,
9.08e-05,4077,
9.09e-05,4090,
9.1e-05,4001,
9.11e-05,4074,
9.12e-05,4133,
9.13e-05,4071,
9.14e-05,4108,
9.15e-05,3966,
9.16e-05,4074,
9.17e-05,4077,
9.18e-05,4020,
9.19e-05,4081,
9.2e-05,4124,
9.21e-05,4152,
9.22e-05,4095,
9.23e-05,4092,
9.24e-05,4041,
9.25e-05,4114,
9.26e-05,4141,
9.27e-05,4087,
9.28e-05,4078,
9.29e-05,4081,
9.3e-05,4090,
9.31e-05,4281,
9.32e-05,4167,
9.33e-05,4093,
9.34e-05,4092,
9.35e-05,4192,
9.36e-05,4153,
9.37e-05,4098,
9.38e-05,4108,
9.39e-05,4093,
9.4e-05,4125,
9.41e-05,4139,
9.42e-05,4074,
9.43e-05,4133,
9.44e-05,4049,
9.45e-05,4128,
9.46e-05,4134,
9.47e-05,4104,
9.48e-05,4116,
9.49e-05,4099,
9.5e-05,4091,
9.51e-05,4036,
9.52e-05,4077,
9.53e-05,4063,
9.54e-05,4050,
9.55e-05,4041,
9.56e-05,4199,
9.57e-05,4014,
9.58e-05,4161,
9.59e-05,4250,
9.6e-05,4069,
9.61e-05,4061,
9.62e-05,3945,
9.63e-05,4107,
9.64e-05,4036,
9.65e-05,4162,
9.66e-05,3832,
9.67e-05,4186,
9.68e-05,4121,
9.69e-05,4256,
9.7e-05,4084,
9.71e-05,4077,
9.72e-05,4012,
9.73e-05,4006,
9.74e-05,4092,
9.75e-05,4255,
9.76e-05,4055,
9.77e-05,4048,
9.78e-05,4040,
9.79e-05,3955,
9.8e-05,4093,
9.81e-05,3994,
9.82e-05,4080,
9.83e-05,3984,
9.84e-05,4053,
9.85e-05,4101,
9.86e-05,4067,
9.87e-05,4116,
9.88e-05,3977,
9.89e-05,4075,
9.9e-05,4171,
9.91e-05,4120,
9.92e-05,4010,
9.93e-05,4074,
9.94e-05,4238,
9.95e-05,3991,
9.96e-05,4006,
9.97e-05,4050,
9.98e-05,4064,
9.99e-05,3965,
0.0001,4036,
0.0001001,4198,
0.0001002,4065,
0.0001003,4044,
0.0001004,4161,
0.0001005,4017,
0.0001006,4088,
0.0001007,4041,
0.0001008,4088,
0.0001009,4034,
0.000101,4062,
0.0001011,2506,
0.0001012,3001,
0.0001013,4182,
0.0001014,4112,
0.0001015,4151,
0.0001016,4135,
0.0001017,4075,
0.0001018,4113,
0.0001019,4050,
0.000102,4083,
0.0001021,4084,
0.0001022,3933,
0.0001023,4189,
0.0001024,4064,
0.0001025,4149,
0.0001026,4012,
0.0001027,4128,
0.0001028,4062,
0.0001029,4017,
0.000103,4084,
0.0001031,4052,
0.0001032,4076,
0.0001033,4166,
0.0001034,4192,
0.0001035,4067,
0.0001036,4011,
0.0001037,4030,
0.0001038,4039,
0.0001039,4100,
0.000104,4012,
0.0001041,4138,
0.0001042,4212,
0.0001043,4008,
0.0001044,3992,
0.0001045,4117,
0.0001046,4089,
0.0001047,4047,
0.0001048,4090,
0.0001049,4113,
0.000105,4058,
0.0001051,4024,
0.0001052,4189,
0.0001053,3983,
0.0001054,4115,
0.0001055,4139,
0.0001056,4123,
0.0001057,4062,
0.0001058,3966,
0.0001059,4038,
0.000106,4075,
0.0001061,4086,
0.0001062,3983,
0.0001063,4127,
0.0001064,4175,
0.0001065,4149,
0.0001066,4054,
0.0001067,4083,
0.0001068,4128,
0.0001069,4025,
0.000107,4122,
0.0001071,4087,
0.0001072,4001,
0.0001073,4144,
0.0001074,4176,
0.0001075,4093,
0.0001076,4026,
0.0001077,4075,
0.0001078,4075,
0.0001079,4160,
0.000108,4020,
0.0001081,4046,
0.0001082,4042,
0.0001083,3951,
0.0001084,4035,
0.0001085,4157,
0.0001086,4126,
0.0001087,4127,
0.0001088,4048,
0.0001089,4227,
0.000109,4145,
0.0001091,4070,
0.0001092,3986,
0.0001093,4090,
0.0001094,4079,
0.0001095,4126,
0.0001096,4047,
0.0001097,4057,
0.0001098,4067,
0.0001099,4048,
0.00011,4120,
0.0001101,3985,
0.0001102,3996,
0.0001103,4080,
0.0001104,3948,
0.0001105,4075,
0.0001106,4198,
0.0001107,4152,
0.0001108,3965,
0.0001109,4046,
0.000111,4109,
0.0001111,4138,
0.0001112,4003,
0.0001113,4062,
0.0001114,4167,
0.0001115,3976,
0.0001116,4094,
0.0001117,3999,
